l_no	p_no	time	play_ox	stoptime
4451	2103	20230928163428 	1	
4452	2423	20230928182722 	1	
4453	2202	20230928184237 	1	
4454	2574	20230928192047 	1	
4455	3112	20230928193327 	1	
4456	2396	20230928203505 	1	
4457	1275	20230928204209 	1	
4458	3364	20230928213132 	1	
4459	970	20230928213207 	1	
4460	1951	20230928225429 	1	
4461	2918	20230929030922 	1	
4462	2711	20230929033810 	0	2:53
4463	1221	20230929044407 	1	
4464	1240	20230929065343 	1	
4465	2084	20230929065928 	1	
4466	1887	20230929083155 	0	2:53
4467	3807	20230929091123 	0	3:27
4468	1947	20230929095937 	1	
4469	1211	20230929104459 	1	
4470	1613	20230929105931 	1	
4471	3394	20230929112208 	1	
4472	2187	20230929113531 	1	
4473	1123	20230929145633 	1	
4474	1677	20230929154840 	1	
4475	574	20230929155216 	0	3:36
4476	3067	20230929165136 	1	
4477	2985	20230929191226 	1	
4478	1065	20230929194315 	1	
4479	3046	20230929201932 	1	
4480	1582	20230929205222 	1	
4481	1891	20230929213451 	1	
4482	983	20230929213945 	1	
4483	2568	20230929221226 	1	
4484	2141	20230929230945 	1	
4485	856	20230930031214 	1	
4486	2344	20230930040658 	1	
4487	926	20230930041243 	1	
4488	3528	20230930045001 	1	
4489	2982	20230930045604 	1	
4490	1277	20230930070003 	1	
4491	3266	20230930082937 	0	3:36
4492	2336	20230930105940 	1	
4493	2016	20230930121441 	1	
4494	1070	20230930122656 	1	
4495	600	20230930140106 	1	
4496	3675	20230930145113 	1	
4497	2139	20230930145733 	1	
4498	2334	20230930151835 	1	
4499	3823	20230930155107 	0	3:27
4500	1632	20230930163310 	1	
4501	1972	20230930164131 	1	
4502	1918	20230930164332 	1	
4503	1752	20230930164826 	1	
4504	296	20230930181424 	1	
4505	1104	20230930184613 	1	
4506	2496	20230930190959 	1	
4507	2652	20230930202920 	1	
4508	1349	20230930222406 	1	
4509	3789	20230930222423 	0	3:36
4510	42	20230930223100 	1	
4511	2850	20230930230517 	1	
4512	2736	20230930235449 	1	
4513	3011	20231001022727 	1	
4514	354	20231001025716 	1	
4515	3397	20231001033500 	1	
4516	2307	20231001042139 	1	
4517	710	20231001042222 	1	
4518	619	20231001060402 	1	
4519	1123	20231001065954 	1	
4520	1041	20231001070557 	1	
4521	1806	20231001072130 	1	
4522	187	20231001072205 	1	
4523	1763	20231001073402 	1	
4524	742	20231001075547 	1	
4525	2194	20231001084034 	1	
4526	1407	20231001085934 	1	
4527	3681	20231001092211 	1	
4528	2260	20231001093207 	1	
4529	286	20231001094229 	1	
4530	875	20231001094731 	1	
4531	2244	20231001101243 	0	0:43
4532	3489	20231001101553 	1	
4533	1725	20231001103017 	1	
4534	1969	20231001131837 	1	
4535	2871	20231001144344 	1	
4536	2939	20231001160824 	1	
4537	3203	20231001162440 	1	
4538	3004	20231001171137 	1	
4539	3155	20231001172107 	1	
4540	2036	20231001175641 	1	
4541	3351	20231001180253 	1	
4542	3384	20231001183525 	1	
4543	76	20231001184548 	1	
4544	2674	20231001192816 	1	
4545	3005	20231001200752 	1	
4546	1368	20231001204051 	1	
4547	2403	20231001204645 	1	
4548	2820	20231001214203 	1	
4549	699	20231001225236 	1	
4550	1008	20231001225647 	1	
4551	685	20231001225713 	1	
4552	2810	20231002030930 	1	
4553	3596	20231002041209 	1	
4554	283	20231002041754 	0	1:44
4555	3754	20231002072908 	1	
4556	829	20231002075245 	0	3:19
4557	1473	20231002092529 	1	
4558	1334	20231002105547 	1	
4559	775	20231002105604 	1	
4560	412	20231002123635 	1	
4561	3533	20231002130457 	1	
4562	220	20231002134332 	1	
4563	3384	20231002144903 	1	
4564	2103	20231002151809 	1	
4565	2647	20231002173238 	1	
4566	1043	20231002174008 	1	
4567	2403	20231002180747 	1	
4568	3736	20231002182739 	1	
4569	696	20231002194057 	1	
4570	3017	20231002204243 	1	
4571	2212	20231002214622 	1	
4572	1344	20231002220850 	1	
4573	1416	20231002221226 	1	
4574	870	20231003042122 	1	
4575	3609	20231003052159 	1	
4576	293	20231003054016 	1	
4577	1544	20231003061232 	1	
4578	2442	20231003061249 	1	
4579	2116	20231003061734 	1	
4580	2352	20231003074223 	1	
4581	1969	20231003080434 	1	
4582	1105	20231003092713 	1	
4583	3705	20231003101410 	1	
4584	2041	20231003115650 	1	
4585	3719	20231003120603 	1	
4586	2406	20231003120948 	1	
4587	1995	20231003145047 	1	
4588	2318	20231003154530 	1	
4589	3568	20231003155701 	1	
4590	1316	20231003155911 	0	3:19
4591	412	20231003161226 	1	
4592	2923	20231003161519 	1	
4593	1663	20231003163236 	1	
4594	2790	20231003171146 	1	
4595	1467	20231003184054 	1	
4596	2708	20231003192742 	0	3:27
4597	1725	20231003202920 	1	
4598	3651	20231003210227 	1	
4599	2015	20231003221453 	1	
4600	1924	20231003231548 	1	
4601	252	20231003233557 	1	
4602	1251	20231003235348 	1	
4603	236	20231004043838 	1	
4604	2509	20231004045302 	1	
4605	3099	20231004045756 	1	
4606	1125	20231004061450 	1	
4607	239	20231004081548 	1	
4608	3735	20231004092822 	1	
4609	887	20231004102650 	1	
4610	669	20231004110408 	1	
4611	3705	20231004111639 	1	
4612	391	20231004115423 	1	
4613	3706	20231004120939 	1	
4614	1154	20231004122236 	1	
4615	1276	20231004131034 	1	
4616	1390	20231004143658 	1	
4617	3401	20231004163411 	1	
4618	2686	20231004172920 	1	
4619	3384	20231004174352 	1	
4620	1900	20231004175222 	1	
4621	3284	20231004182018 	1	
4622	2526	20231004183241 	1	
4623	618	20231004184949 	1	
4624	231	20231004202526 	1	
4625	1037	20231004213744 	1	
4626	1303	20231004214412 	1	
4627	3790	20231004222759 	0	2:10
4628	2957	20231004225337 	1	
4629	956	20231004235323 	1	
4630	257	20231005043109 	1	
4631	3592	20231005084453 	1	
4632	1816	20231005092905 	1	
4633	3421	20231005093919 	1	
4634	3082	20231005095317 	1	
4635	1044	20231005102900 	1	
4636	1465	20231005112142 	1	
4637	2338	20231005120244 	1	
4638	3696	20231005125050 	0	0:43
4639	2839	20231005140259 	1	
4640	215	20231005143431 	1	
4641	3422	20231005154303 	1	
4642	2167	20231005154303 	1	
4643	2797	20231005154748 	1	
4644	860	20231005154757 	1	
4645	1765	20231005162222 	1	
4646	1659	20231005172308 	1	
4647	3505	20231005180612 	1	
4648	2936	20231005183207 	1	
4649	2172	20231005193310 	1	
4650	1573	20231005194341 	1	
4651	2321	20231005200810 	1	
4652	575	20231005214111 	1	
4653	2393	20231005215819 	1	
4654	3845	20231005221143 	0	1:09
4655	2427	20231005223043 	1	
4656	1377	20231005232300 	1	
4657	2253	20231005235449 	1	
4658	2992	20231006025030 	1	
4659	3181	20231006034723 	1	
4660	3023	20231006040457 	1	
4661	640	20231006051111 	1	
4662	1261	20231006052518 	1	
4663	1135	20231006053640 	1	
4664	1950	20231006055458 	1	
4665	1236	20231006060445 	1	
4666	3385	20231006061751 	1	
4667	2964	20231006062010 	1	
4668	383	20231006064941 	1	
4669	61	20231006065552 	1	
4670	3558	20231006065845 	1	
4671	316	20231006094840 	1	
4672	941	20231006100046 	1	
4673	3018	20231006105748 	1	
4674	3245	20231006105831 	1	
4675	3752	20231006122722 	1	
4676	2607	20231006124858 	1	
4677	3094	20231006143649 	1	
4678	2596	20231006151148 	1	
4679	3150	20231006151734 	1	
4680	2512	20231006153744 	1	
4681	411	20231006161702 	0	3:36
4682	3880	20231006163319 	1	
4683	3611	20231006174117 	1	
4684	953	20231006183827 	1	
4685	2989	20231006190029 	1	
4686	537	20231006195018 	1	
4687	1859	20231006203523 	1	
4688	1747	20231006213350 	1	
4689	1094	20231006214605 	1	
4690	73	20231006215216 	1	
4691	643	20231006223100 	1	
4692	1903	20231006224415 	1	
4693	2966	20231006224542 	1	
4694	1756	20231006225857 	0	3:01
4695	2582	20231006230508 	1	
4696	126	20231006235213 	1	
4697	69	20231007032923 	1	
4698	1954	20231007040339 	1	
4699	3634	20231007060100 	1	
4700	1786	20231007064657 	1	
4701	248	20231007070833 	1	
4702	659	20231007071034 	0	2:36
4703	429	20231007073729 	1	
4704	1715	20231007094705 	1	
4705	947	20231007102816 	1	
4706	464	20231007120948 	1	
4707	773	20231007121349 	1	
4708	3017	20231007122948 	1	
4709	219	20231007131545 	1	
4710	3676	20231007141648 	1	
4711	2290	20231007144955 	1	
4712	1277	20231007160339 	1	
4713	3124	20231007160815 	1	
4714	808	20231007161051 	1	
4715	2525	20231007170023 	1	
4716	2555	20231007172300 	1	
4717	481	20231007172819 	1	
4718	1242	20231007180327 	1	
4719	3281	20231007202518 	1	
4720	978	20231007203029 	1	
4721	789	20231007213342 	1	
4722	3798	20231007215059 	0	1:52
4723	2225	20231007224935 	1	
4724	430	20231007230643 	1	
4725	1284	20231007232452 	1	
4726	1568	20231007232618 	1	
4727	1935	20231008030445 	1	
4728	294	20231008032211 	1	
4729	858	20231008035041 	1	
4730	2144	20231008044717 	1	
4731	2469	20231008050342 	1	
4732	381	20231008060227 	1	
4733	148	20231008085104 	1	
4734	2147	20231008092027 	1	
4735	824	20231008092429 	1	
4736	2332	20231008095334 	1	
4737	754	20231008100112 	1	
4738	2031	20231008102449 	1	
4739	3712	20231008103227 	1	
4740	3550	20231008105219 	1	
4741	2834	20231008111513 	0	2:27
4742	2532	20231008111513 	1	
4743	2942	20231008114117 	1	
4744	2780	20231008115213 	1	
4745	807	20231008123543 	1	
4746	2160	20231008130741 	1	
4747	3624	20231008132650 	1	
4748	2100	20231008142251 	1	
4749	2916	20231008142946 	1	
4750	3103	20231008145047 	1	
4751	606	20231008160313 	1	
4752	622	20231008163629 	1	
4753	2469	20231008170953 	1	
4754	1375	20231008191837 	1	
4755	3192	20231008205851 	1	
4756	3750	20231008212101 	1	
4757	2463	20231008220046 	1	
4758	3137	20231008231832 	1	
4759	2848	20231008232116 	1	
4760	321	20231009022500 	0	2:44
4761	2395	20231009024711 	1	
4762	959	20231009043152 	1	
4763	2030	20231009050014 	1	
4764	271	20231009055724 	1	
4765	2795	20231009060629 	1	
4766	226	20231009084318 	1	
4767	3211	20231009092739 	1	
4768	2303	20231009113658 	1	
4769	3131	20231009122957 	1	
4770	2436	20231009132532 	1	
4771	477	20231009135153 	1	
4772	3009	20231009161401 	1	
4773	742	20231009162038 	1	
4774	1355	20231009170451 	1	
4775	2617	20231009191636 	1	
4776	1765	20231009204510 	1	
4777	3858	20231009204720 	0	0:43
4778	482	20231009211743 	1	
4779	3033	20231009213250 	1	
4780	2171	20231009220749 	1	
4781	282	20231009232216 	1	
4782	3620	20231010023942 	1	
4783	1734	20231010024611 	1	
4784	3061	20231010032948 	1	
4785	1644	20231010042305 	1	
4786	1493	20231010045538 	1	
4787	2992	20231010051941 	1	
4788	1282	20231010053850 	1	
4789	1798	20231010061140 	1	
4790	2881	20231010062848 	1	
4791	3674	20231010070758 	1	
4792	1153	20231010074232 	1	
4793	3306	20231010074616 	1	
4794	319	20231010082636 	1	
4795	1607	20231010084209 	1	
4796	825	20231010090847 	1	
4797	1990	20231010094447 	1	
4798	1885	20231010094723 	1	
4799	3808	20231010102524 	0	2:36
4800	2665	20231010124237 	1	
4801	3557	20231010124530 	1	
4802	822	20231010124823 	1	
4803	3398	20231010125500 	1	
4804	1210	20231010133520 	1	
4805	2593	20231010141019 	1	
4806	1708	20231010142500 	1	
4807	3022	20231010144143 	1	
4808	3224	20231010145130 	1	
4809	1845	20231010145414 	1	
4810	2197	20231010153626 	1	
4811	1270	20231010161252 	1	
4812	2953	20231010163922 	1	
4813	2194	20231010173413 	1	
4814	3435	20231010175012 	0	3:36
4815	3572	20231010181415 	1	
4816	2791	20231010185745 	1	
4817	1056	20231010190732 	1	
4818	489	20231010193721 	1	
4819	3183	20231010204754 	1	
4820	3774	20231010211223 	0	2:36
4821	1000	20231010222004 	1	
4822	3402	20231010224743 	1	
4823	3439	20231010231932 	1	
4824	315	20231010234837 	1	
4825	1924	20231011033810 	1	
4826	1871	20231011040304 	1	
4827	2428	20231011042348 	1	
4828	2952	20231011042449 	1	
4829	3423	20231011052937 	1	
4830	2039	20231011055650 	1	
4831	1410	20231011055759 	1	
4832	3802	20231011062337 	0	3:27
4833	2572	20231011063726 	1	
4834	2404	20231011071720 	1	
4835	2487	20231011082618 	1	
4836	1741	20231011084108 	1	
4837	715	20231011091952 	1	
4838	3166	20231011094028 	1	
4839	1703	20231011094146 	1	
4840	2227	20231011095644 	1	
4841	3650	20231011110006 	1	
4842	2966	20231011110919 	1	
4843	892	20231011111958 	1	
4844	1820	20231011134157 	1	
4845	1659	20231011142325 	1	
4846	2320	20231011143230 	1	
4847	2339	20231011145624 	1	
4848	1323	20231011152848 	1	
4849	2937	20231011184347 	1	
4850	2650	20231011184404 	1	
4851	455	20231011190055 	1	
4852	735	20231011190933 	1	
4853	2147	20231011194608 	1	
4854	3265	20231011203658 	1	
4855	3500	20231011213508 	1	
4856	2501	20231011224332 	1	
4857	1692	20231011233724 	1	
4858	2558	20231012042659 	1	
4859	3649	20231012043847 	1	
4860	762	20231012044743 	1	
4861	2168	20231012045612 	1	
4862	89	20231012062153 	1	
4863	817	20231012081906 	1	
4864	407	20231012081941 	1	
4865	3244	20231012084510 	1	
4866	1374	20231012104843 	1	
4867	1663	20231012110810 	1	
4868	1363	20231012114401 	1	
4869	3508	20231012130029 	1	
4870	2108	20231012131309 	1	
4871	905	20231012135420 	1	
4872	132	20231012160531 	1	
4873	1347	20231012172225 	1	
4874	1045	20231012183434 	1	
4875	858	20231012190457 	1	
4876	3871	20231012203103 	0	2:10
4877	2172	20231012213132 	1	
4878	1742	20231012221326 	1	
4879	3226	20231012223445 	1	
4880	1533	20231012225512 	1	
4881	2401	20231012231806 	1	
4882	1954	20231012232653 	1	
4883	3283	20231013033827 	1	
4884	251	20231013041352 	1	
4885	74	20231013041820 	1	
4886	1757	20231013043755 	1	
4887	3859	20231013050827 	0	1:09
4888	804	20231013051605 	1	
4889	846	20231013060646 	1	
4890	1282	20231013062940 	1	
4891	817	20231013063844 	1	
4892	3498	20231013065116 	1	
4893	1632	20231013070758 	1	
4894	3462	20231013083640 	1	
4895	3449	20231013091524 	1	
4896	1486	20231013103838 	1	
4897	1302	20231013112610 	1	
4898	803	20231013113724 	1	
4899	2819	20231013131855 	1	
4900	886	20231013134835 	1	
4901	1277	20231013144134 	1	
4902	88	20231013145030 	1	
4903	3700	20231013151148 	1	
4904	566	20231013172343 	1	
4905	3227	20231013180520 	1	
4906	2415	20231013185317 	1	
4907	2669	20231013201849 	1	
4908	267	20231013203230 	1	
4909	3591	20231013203715 	1	
4910	3432	20231013232334 	1	
4911	984	20231014035300 	1	
4912	3253	20231014040833 	1	
4913	3032	20231014040933 	1	
4914	3701	20231014042659 	1	
4915	922	20231014050333 	1	
4916	2838	20231014061651 	1	
4917	3465	20231014075713 	1	
4918	29	20231014080324 	1	
4919	2263	20231014091105 	1	
4920	93	20231014095242 	1	
4921	180	20231014102056 	1	
4922	1408	20231014113348 	1	
4923	920	20231014134332 	1	
4924	85	20231014140818 	1	
4925	1567	20231014143212 	1	
4926	1788	20231014144955 	1	
4927	2705	20231014145458 	1	
4928	2835	20231014151415 	1	
4929	1406	20231014172627 	1	
4930	2775	20231014184430 	1	
4931	1563	20231014195202 	1	
4932	1476	20231014203457 	1	
4933	1980	20231014213901 	1	
4934	2044	20231014220003 	1	
4935	3541	20231014221235 	1	
4936	170	20231014223253 	1	
4937	2843	20231014230115 	1	
4938	3350	20231014234636 	1	
4939	2017	20231015034748 	1	
4940	1024	20231015055213 	1	
4941	3833	20231015102532 	0	1:09
4942	3370	20231015110617 	1	
4943	589	20231015130405 	1	
4944	227	20231015131143 	1	
4945	1077	20231015140040 	1	
4946	2971	20231015141932 	1	
4947	1278	20231015142409 	1	
4948	2921	20231015155015 	1	
4949	2799	20231015160623 	1	
4950	3589	20231015171613 	1	
4951	52	20231015173658 	1	
4952	3859	20231015175532 	0	1:09
4953	2429	20231015190448 	1	
4954	3080	20231015215435 	1	
4955	1862	20231015220147 	1	
4956	1555	20231015233147 	1	
4957	2775	20231016023147 	1	
4958	746	20231016051513 	1	
4959	2750	20231016065417 	1	
4960	548	20231016091651 	1	
4961	2393	20231016093058 	1	
4962	816	20231016093700 	1	
4963	1080	20231016111203 	1	
4964	3790	20231016113815 	0	2:10
4965	3353	20231016115414 	1	
4966	2374	20231016123500 	1	
4967	1648	20231016144100 	1	
4968	297	20231016151852 	1	
4969	1923	20231016155133 	1	
4970	2448	20231016165302 	1	
4971	476	20231016174100 	1	
4972	1340	20231016183810 	1	
4973	2368	20231016183927 	1	
4974	2251	20231016190749 	0	3:01
4975	3862	20231016194157 	0	3:27
4976	3171	20231016195822 	1	
4977	1535	20231016204344 	1	
4978	3789	20231016221217 	0	3:36
4979	1003	20231016221720 	1	
4980	1158	20231016222239 	1	
4981	1030	20231016230945 	1	
4982	153	20231016231858 	1	
4983	2357	20231016234645 	1	
